cohort,age_band,bin,rank,feature,drug_name,gene,combined_importance,edge_weight,source
falls,65-74,all,1,item_drug_FUROSEMIDE,FUROSEMIDE,ADD1,0.176921088166812,0.176921088166812,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,2,item_drug_OMEPRAZOLE,OMEPRAZOLE,CYP2C19,0.1511059036724252,0.1511059036724252,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,3,item_drug_SIMVASTATIN,SIMVASTATIN,SLCO1B1,0.139618148733837,0.139618148733837,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,3,item_drug_SIMVASTATIN,SIMVASTATIN,ABCB1,0.139618148733837,0.139618148733837,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,3,item_drug_SIMVASTATIN,SIMVASTATIN,CYP3A4,0.139618148733837,0.139618148733837,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,3,item_drug_SIMVASTATIN,SIMVASTATIN,CYP3A5,0.139618148733837,0.139618148733837,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,3,item_drug_SIMVASTATIN,SIMVASTATIN,CETP,0.139618148733837,0.139618148733837,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,3,item_drug_SIMVASTATIN,SIMVASTATIN,HMGCR,0.139618148733837,0.139618148733837,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,3,item_drug_SIMVASTATIN,SIMVASTATIN,LPA,0.139618148733837,0.139618148733837,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,7,item_drug_CARVEDILOL,CARVEDILOL,ADRA2C,0.0823636922613156,0.0823636922613156,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,7,item_drug_CARVEDILOL,CARVEDILOL,ADRB1,0.0823636922613156,0.0823636922613156,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,7,item_drug_CARVEDILOL,CARVEDILOL,ADRB2,0.0823636922613156,0.0823636922613156,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,7,item_drug_CARVEDILOL,CARVEDILOL,CYP2D6,0.0823636922613156,0.0823636922613156,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,7,item_drug_CARVEDILOL,CARVEDILOL,GRK4,0.0823636922613156,0.0823636922613156,SHAP_FFA_CONSENSUS_FILTER
falls,65-74,all,7,item_drug_CARVEDILOL,CARVEDILOL,GRK5,0.0823636922613156,0.0823636922613156,SHAP_FFA_CONSENSUS_FILTER
