cohort,age_band,bin,rank,feature,drug_name,combined_importance,source
falls,75-84,all,1,item_drug_GABAPENTIN,GABAPENTIN,0.2039145064089861,SHAP_FFA_CONSENSUS_FILTER
falls,75-84,all,2,item_drug_PREDNISONE,PREDNISONE,0.1387887177238716,SHAP_FFA_CONSENSUS_FILTER
falls,75-84,all,3,item_drug_FUROSEMIDE,FUROSEMIDE,0.0791326075838837,SHAP_FFA_CONSENSUS_FILTER
falls,75-84,all,4,item_drug_LISINOPRIL,LISINOPRIL,0.0529097541908371,SHAP_FFA_CONSENSUS_FILTER
falls,75-84,all,5,item_drug_SIMVASTATIN,SIMVASTATIN,0.0473723713856008,SHAP_FFA_CONSENSUS_FILTER
falls,75-84,all,6,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,0.0416143285241111,SHAP_FFA_CONSENSUS_FILTER
