feature,shap_norm,ffa_norm,combined_importance,combined_importance_norm
pgx_num_drugs,0.9999999999417054,0.9999999994887958,0.9999999997152507,0.9999999999
item_icd_R0602,0.30964928077441145,0.06273915112731676,0.1861942159508641,0.18619421598526337
item_drug_FUROSEMIDE,0.2922006230159912,0.06164155331763295,0.17692108816681207,0.17692108819949812
item_cpt_80061,0.2751284807076308,0.04943624374645571,0.16228236222704326,0.1622823622570248
item_icd_I10,0.2464154765552799,0.03771282877047455,0.14206415266287722,0.14206415268912348
item_cpt_80048,0.19745389696801524,0.030806285533382504,0.11413009125069887,0.11413009127178432
item_cpt_83735,0.19403020646264352,0.027409108281260686,0.11071965737195211,0.1107196573924075
item_icd_Z23,0.1877070888488877,0.025481747906191246,0.10659441837753947,0.10659441839723272
item_cpt_71020,0.1752543986111103,0.02477469723104926,0.10001454792107978,0.1000145479395574
item_drug_GABAPENTIN,0.17099025072865573,0.020857734130854826,0.09592399242975527,0.09592399244747717
item_cpt_71045,0.1602359543201253,0.02133395222059988,0.0907849532703626,0.09078495328713505
item_cpt_92014,0.1633413825918557,0.016911487174484967,0.09012643488317033,0.09012643489982113
item_cpt_97116,0.13386637474016652,0.013760130482663807,0.07381325261141516,0.07381325262505212
item_drug_PREDNISONE,0.119593069329191,0.011198234169870152,0.06539565174953058,0.06539565176161238
item_cpt_99283,0.11583066731639517,0.009345486753442477,0.06258807703491882,0.06258807704648194
item_cpt_92015,0.10881571111608275,0.010200012098415695,0.059507861607249225,0.059507861618243264
item_cpt_73030,0.09345915402264753,0.009473108620964054,0.05146613132180579,0.05146613133131412
item_cpt_99203,0.08712216511443224,0.005108134549743522,0.04611514983208788,0.04611514984060762
item_cpt_71010,0.08549671221193665,0.006367931278141054,0.045932321745038855,0.045932321753524824
item_cpt_97001,0.08097410261472414,0.008602532410922414,0.04478831751282328,0.04478831752109789
item_cpt_87086,0.07104509379880886,0.004112917540254328,0.037579005669531595,0.03757900567647429
item_cpt_93306,0.06947793298967811,0.0035692351384157576,0.03652358406404693,0.03652358407079464
item_cpt_97110,0.06928286402364679,0.003170831255882089,0.03622684763976444,0.036226847646457325
item_cpt_81001,0.06020125211973878,0.0031577722686169946,0.03167951219417789,0.03167951220003066
item_cpt_96374,0.055817880305897016,0.0021988861746394268,0.02900838324026822,0.0290083832456275
item_icd_R079,0.053021298271400695,0.002190868934967335,0.027606083603184013,0.027606083608284218
item_cpt_93010,0.050859331846120966,0.0016728433792953228,0.026266087612708145,0.026266087617560788
item_cpt_99211,0.04964142985996043,0.002662222774871155,0.02615182631741579,0.026151826322247322
item_drug_CEPHALEXIN,0.0477089657120987,0.0019315385518112078,0.024820252131954955,0.02482025213654048
item_cpt_99232,0.04278315552884829,0.0020205129203607797,0.022401834224604535,0.02240183422874326
item_drug_MIRTAZAPINE,0.04203537301648667,0.0019464516857394586,0.021990912351113064,0.02199091235517587
item_cpt_82550,0.042227782799387284,0.0015955481638732527,0.021911665481630267,0.021911665485678432
item_cpt_99285,0.04135075776656281,0.0012893573831203708,0.02132005757484159,0.021320057578780457
item_cpt_99212,0.03796195932054478,0.001114727307788514,0.019538343314166647,0.019538343317776343
item_cpt_88305,0.03424789690284688,0.0008786138344941236,0.017563255368670504,0.017563255371915304
item_cpt_43239,0.031792160720129546,0.0010304685517369652,0.016411314635933257,0.016411314638965238
item_cpt_86850,0.031113553902264866,0.0009497945008631515,0.016031674201564008,0.01603167420452585
item_cpt_70450,0.03019411023327235,0.0007204116331490137,0.015457260933210681,0.0154572609360664
item_cpt_74176,0.029941793019885865,0.0008293592244640438,0.015385576122174954,0.015385576125017428
item_cpt_86900,0.029560725079407907,0.0008475585339282287,0.015204141806668068,0.015204141809477023
item_cpt_90662,0.02957937823826908,0.0008197209924386917,0.015199549615353887,0.015199549618161994
item_cpt_99309,0.027368928373189917,0.0007346116083774114,0.014051769990783664,0.01405176999337972
item_cpt_80307,0.026941017600048713,0.0008273487895081078,0.01388418319477841,0.013884183197343504
item_cpt_99204,0.027213076526794316,0.0005211641409235673,0.01386712033385894,0.013867120336420883
item_cpt_81003,0.026455238492257956,0.0005582360648053923,0.013506737278531675,0.013506737281027035
item_icd_Z5181,0.024421738992361303,0.000635314467076632,0.012528526729718967,0.012528526732033604
item_cpt_99497,0.024068541934725313,0.0007430541780978329,0.012405798056411572,0.012405798058703536
item_cpt_84443,0.021880178062870476,0.0015091514754598725,0.011694664769165175,0.011694664771325755
item_cpt_82565,0.021932722199716696,0.0003603020242126364,0.011146512111964666,0.011146512114023977
item_cpt_82607,0.021538558559859027,0.00029122643497442275,0.010914892497416725,0.010914892499433244
item_cpt_99215,0.020633522687185712,0.00040048841578640867,0.010517005551486061,0.010517005553429071
item_cpt_99233,0.020290213980855138,0.0003545276215461907,0.010322370801200664,0.010322370803107715
item_cpt_97530,0.019458641929861718,0.0003408009302790735,0.009899721430070396,0.009899721431899364
item_cpt_90833,0.018232960666735524,0.0005538598874337425,0.009393410277084633,0.009393410278820059
item_cpt_83540,0.017054454634163912,0.00035170938393291635,0.008703082009048414,0.008703082010656303
item_cpt_97535,0.017051637999400487,0.0002336201467935118,0.008642629073097,0.008642629074693719
item_drug_OMEPRAZOLE,0.016553995591429477,0.00019441950128061666,0.008374207546355046,0.008374207547902175
item_drug_CLOPIDOGREL,0.016066593371128396,0.0002528910526753531,0.008159742211901874,0.008159742213409382
item_cpt_90791,0.01595433035698612,0.0002353879831872632,0.008094859170086692,0.008094859171582211
item_cpt_96360,0.014884274482043013,0.00028016678326230564,0.007582220632652659,0.007582220634053469
item_cpt_93000,0.013858303120419259,0.0003876935110639785,0.007122998315741619,0.007122998317057588
item_icd_I509,0.013317463565429448,0.00015880272312013052,0.0067381331442747895,0.006738133145519655
item_cpt_84100,0.012163935970890985,0.00014610859987134817,0.006155022285381166,0.006155022286518303
item_cpt_99223,0.011892280392463817,0.00015524988382648605,0.006023765138145151,0.006023765139258038
item_cpt_73502,0.010682796237112813,0.00010776605327444017,0.005395281145193627,0.005395281146190402
item_drug_LISINOPRIL,0.010593286927748514,6.318718773512935e-05,0.005328237057741821,0.005328237058726209
item_cpt_86803,0.010536393432528816,9.553613427779688e-05,0.005315964783403307,0.0053159647843854275
item_icd_Z1231,0.009529723502846706,0.0001470126035934525,0.004838368053220079,0.004838368054113965
item_cpt_82306,0.00906206299590474,0.000150114870231268,0.004606088933068004,0.004606088933918976
item_cpt_99284,0.008726750305515748,7.13725236892723e-05,0.00439906141460251,0.0043990614154152344
item_icd_N390,0.008286268671770626,6.814097079936056e-05,0.0041772048212849935,0.0041772048220567294
item_cpt_93005,0.007849855510461563,9.863381961542708e-05,0.003974244665038495,0.003974244665772734
item_cpt_99213,0.0076515053301578935,9.645105290302742e-05,0.0038739781915304605,0.0038739781922461753
item_cpt_77001,0.007156422969104365,0.00010657831465796227,0.003631500641881164,0.003631500642552081
item_cpt_77052,0.0070757756596617075,5.926030043351723e-05,0.003567517980047612,0.0035675179807067086
item_cpt_85610,0.006716568226119219,0.0001821590640508325,0.0034493636450850258,0.0034493636457222933
item_icd_R4182,0.006776792017756059,6.450641902561187e-05,0.0034206492183908354,0.003420649219022798
item_drug_SIMVASTATIN,0.006600266869174308,6.304947599068845e-05,0.003331658172582498,0.0033316581731980197
item_cpt_71275,0.006462343126590356,0.000169179410822351,0.0033157612687063536,0.003315761269318938
item_cpt_96372,0.006493695439978417,2.6270040495283475e-05,0.0032599827402368504,0.00325998274083913
item_icd_R197,0.006421249708331196,5.4458431144301304e-05,0.0032378540697377486,0.00323785407033594
item_drug_AZITHROMYCIN,0.005861441605252907,3.055096604043536e-05,0.002945996285646671,0.002945996286190942
item_icd_R531,0.0058097974697148055,2.3761363296396027e-05,0.002916779416505601,0.002916779417044474
item_cpt_71046,0.005544759719480934,3.5408646974593234e-05,0.0027900841832277637,0.00279008418374323
item_cpt_84156,0.005521657580071251,4.785865644517633e-05,0.0027847581182582136,0.0027847581187726957
item_cpt_82746,0.005103433970038076,2.7075307839707953e-05,0.002565254638938892,0.002565254639412821
item_icd_Z452,0.005074003149723614,2.694036002753835e-05,0.0025504717548755764,0.002550471755346774
item_cpt_83550,0.005073554606955043,2.693830334462444e-05,0.0025502464551498336,0.0025502464556209897
item_cpt_93880,0.005015785408518696,5.5796675276204466e-05,0.0025357910418974503,0.0025357910423659358
item_cpt_83880,0.0050016823102665585,2.6608750546228622e-05,0.0025141455304063935,0.00251414553087088
item_cpt_96361,0.004911828453965186,2.6196747714050897e-05,0.0024690126008396185,0.002469012601295767
item_cpt_84550,0.004621618366928222,3.579242133241923e-05,0.0023287053941303208,0.0023287053945605474
item_cpt_99202,0.004380469042344064,4.9970500352450896e-05,0.0022152197713482574,0.0022152197717575177
item_cpt_83615,0.0043626857551575865,1.8453062467321654e-05,0.0021905694088124542,0.0021905694092171604
item_cpt_97140,0.00428604568696048,2.8482817397807283e-05,0.0021572642521791438,0.002157264252577697
