feature,shap_norm,ffa_norm,combined_importance,combined_importance_norm
pgx_num_drugs,0.9999999999182643,0.9999999992906685,0.9999999996044664,0.9999999999
item_cpt_99215,0.5858613134212874,0.20507441294031306,0.39546786318080024,0.3954678632976743
item_cpt_99214,0.42264838546684486,0.10648519290338956,0.2645667891851172,0.2645667892633056
item_cpt_97110,0.34499433410971486,0.06265112745324894,0.2038227307814819,0.20382273084171834
item_icd_Z23,0.3228762585563008,0.06481176623640623,0.19384401239635352,0.19384401245364094
item_cpt_93005,0.25796290870339483,0.04044757851952467,0.14920524361145976,0.14920524365555493
item_cpt_88305,0.2617872970443403,0.03283563585698696,0.14731146645066362,0.1473114664941991
item_cpt_93000,0.20279117264058522,0.034318802498153486,0.11855498756936936,0.11855498760440634
item_cpt_36415,0.19336326639331813,0.022105288630433068,0.1077342775118756,0.1077342775437147
item_cpt_99213,0.18193008404912742,0.02276981836565947,0.10234995120739344,0.10234995123764129
item_cpt_70450,0.18259357849124175,0.017743974491110943,0.10016877649117635,0.10016877652077959
item_cpt_84443,0.1674302736230705,0.023349862621629938,0.09539006812235022,0.09539006815054119
item_drug_GABAPENTIN,0.17187114071453038,0.016876694630483177,0.09437391767250677,0.09437391770039744
item_drug_PREDNISONE,0.15346492529479197,0.015080226731096246,0.0842725760129441,0.08427257603784949
item_drug_CARVEDILOL,0.14793315584229305,0.01679422868033819,0.08236369226131562,0.08236369228565686
item_cpt_85610,0.14370756927736617,0.015399500893000632,0.0795535350851834,0.07955353510869415
item_icd_I10,0.13566296290471566,0.0179463330824503,0.07680464799358298,0.07680464801628134
item_cpt_87086,0.12766084765199776,0.01193358153084821,0.06979721459142298,0.06979721461205039
item_cpt_92134,0.12159742930690226,0.010832681915268417,0.06621505561108534,0.06621505563065412
item_cpt_84439,0.11770342585939692,0.011763726433086616,0.06473357614624177,0.06473357616537272
item_cpt_90662,0.11800735751421959,0.01138711600987104,0.06469723676204532,0.06469723678116553
item_cpt_85027,0.11031198712150611,0.010161933946206951,0.060236960533856534,0.06023696055165858
item_cpt_90670,0.10898897188959668,0.011222638080189414,0.06010580498489305,0.06010580500265633
item_cpt_71020,0.10011245385795144,0.009083044423042471,0.054597749140496955,0.05459774915663242
