feature,shap_norm,ffa_norm,combined_importance,combined_importance_norm
pgx_num_drugs,0.9999999999461946,0.9999999994986297,0.9999999997224122,0.9999999999
item_drug_PREDNISONE,0.17481015033216227,0.04191040250523628,0.10836027641869928,0.10836027643794274
item_cpt_93010,0.16353993089740287,0.02963552330401808,0.09658772710071048,0.09658772711786329
item_cpt_20610,0.14908279335907595,0.027431915016689932,0.08825735418788294,0.08825735420355638
item_cpt_97110,0.12635027712444638,0.01967325901376195,0.07301176806910417,0.07301176808207017
item_drug_GABAPENTIN,0.11250641732460957,0.022988790586705585,0.06774760395565758,0.06774760396768874
item_cpt_96374,0.12228758261488265,0.01209748779700966,0.06719253520594616,0.06719253521787874
item_drug_FUROSEMIDE,0.10839593493931934,0.009436517683450914,0.05891622631138513,0.05891622632184793
item_cpt_36415,0.07599385327499228,0.01562583413709376,0.04580984370604302,0.04580984371417829
item_cpt_97001,0.08251192877416318,0.006131867834833045,0.04432189830449811,0.04432189831236914
item_cpt_90662,0.07556929525674982,0.008393487018616221,0.041981391137683025,0.04198139114513841
item_cpt_82565,0.0696352770617867,0.0076101298776693775,0.038622703469728036,0.03862270347658696
item_cpt_99291,0.0678281557850577,0.005856133357142725,0.036842144571100216,0.036842144577642934
item_icd_I10,0.06001694639240943,0.006344587789591351,0.033180767091000395,0.033180767096892896
item_cpt_99283,0.05112326464528827,0.004610952281593452,0.02786710846344086,0.02786710846838972
item_cpt_84443,0.050956012657728665,0.0027197569235496368,0.02683788479063915,0.026837884795405234
item_cpt_71020,0.05026055628233912,0.002960561556355954,0.02661055891934754,0.02661055892407325
item_cpt_88305,0.048087289968516536,0.0028335938159760785,0.02546044189224631,0.02546044189676777
item_cpt_80048,0.04297293312146322,0.004000682934148974,0.023486808027806096,0.023486808031977068
item_cpt_70450,0.0449365139558346,0.0015728337045927932,0.0232546738302137,0.02325467383434345
item_cpt_11721,0.042682817546083676,0.0034229841220426416,0.02305290083406316,0.023052900838157076
item_cpt_99232,0.043563499348520295,0.0020070967051128465,0.022785298026816572,0.022785298030862964
item_cpt_99000,0.03872890347935746,0.005360861465353744,0.0220448824723556,0.022044882476270504
item_cpt_99239,0.03820370535495148,0.001409813166403104,0.019806759260677292,0.019806759264194732
item_cpt_82570,0.03708653547773176,0.001266285594739633,0.019176410536235696,0.019176410539641194
item_cpt_71046,0.03648574014655676,0.0014481730536321708,0.018966956600094467,0.01896695660346277
item_icd_N390,0.032136273762768716,0.0015152544890868482,0.016825764125927782,0.016825764128915833
item_cpt_73630,0.03179704844815343,0.0018230434640105113,0.016810045956081973,0.016810045959067235
item_cpt_99285,0.030844154971226726,0.0018262060541788553,0.01633518051270279,0.01633518051560372
item_icd_Z23,0.029658117120672157,0.0020315546695292477,0.015844835895100703,0.015844835897914553
item_cpt_81003,0.03019472398688469,0.0013130493863623258,0.01575388668662351,0.01575388668942121
item_cpt_87086,0.029215128309322994,0.0011898419227770515,0.015202485116050022,0.015202485118749798
item_cpt_85610,0.028922631148633554,0.0013656418712612336,0.015144136509947394,0.015144136512636809
item_cpt_83735,0.028389209025306155,0.0013934194986306337,0.014891314261968394,0.01489131426461291
item_cpt_99309,0.028643107213777427,0.0008749545491705772,0.014759030881474003,0.014759030884095027
item_icd_E785,0.02744128229713464,0.0010931541626953555,0.014267218229914998,0.014267218232448683
item_cpt_82607,0.02703430171707519,0.0013027986618094427,0.014168550189442316,0.014168550191958479
item_icd_R4182,0.025064984441272357,0.001139505055609208,0.013102244748440782,0.01310224475076758
item_cpt_85652,0.02494691748897118,0.0010184071140671071,0.012982662301519142,0.012982662303824706
item_cpt_87186,0.024431365621692767,0.0008161577618305373,0.012623761691761652,0.012623761694003479
item_icd_E780,0.023491202750081857,0.0009162685788320834,0.01220373566445697,0.012203735666624206
item_cpt_80053,0.022082723716086067,0.0017458653881253596,0.011914294552105714,0.011914294554221548
item_cpt_92014,0.02336893595296018,0.0004336770259844511,0.011901306489472315,0.011901306491585842
item_drug_OMEPRAZOLE,0.022321016106671865,0.00070527340803993,0.011513144757355898,0.011513144759400492
item_cpt_73030,0.02119560828682282,0.0010453847015014454,0.011120496494162132,0.011120496496136997
item_cpt_97116,0.020945523702463126,0.0007991570863186837,0.010872340394390905,0.0108723403963217
item_icd_E559,0.019109656077520486,0.0005520980769772303,0.009830877077248858,0.009830877078994703
item_cpt_99212,0.018432460382001217,0.0004468513571915544,0.009439655869596386,0.009439655871272754
item_cpt_99223,0.013765928024197956,0.0001547002774373107,0.006960314150817633,0.0069603141520537
item_cpt_99215,0.01274518585898414,0.0008770431938550867,0.006811114526419614,0.006811114527629184
item_cpt_84439,0.013127038483030883,0.00025906381698105764,0.0066930511500059705,0.006693051151194575
item_cpt_71045,0.011941402211263934,0.00012342275474356795,0.006032412483003751,0.0060324124840750335
item_cpt_72125,0.011506457525004236,0.00011905531237563264,0.005812756418689934,0.005812756419722209
item_cpt_99220,0.010685750399001681,0.00012095931424813356,0.005403354856624907,0.005403354857584477
item_cpt_92015,0.010498788283135245,0.0001488343703520123,0.005323811326743628,0.005323811327689072
item_cpt_71010,0.00941730662910886,8.909023881372164e-05,0.0047531984339612915,0.004753198434805402
item_cpt_93306,0.009267305796967338,0.00021162373869705874,0.0047394647678321985,0.00473946476867387
item_icd_M25552,0.007592659505916079,8.707689619838549e-05,0.0038398682010572322,0.003839868201739146
item_cpt_83036,0.007411164020733165,9.940038530367856e-05,0.0037552822030184215,0.003755282203685314
item_cpt_99233,0.0064321985987687,4.305411898642064e-05,0.00323762635887756,0.0032376263594525233
item_icd_R531,0.0062028643433254356,7.185276527883202e-05,0.003137358554302134,0.0031373585548592907
item_icd_R0602,0.006020155755554928,5.2193241293037187e-05,0.0030361744984239826,0.0030361744989631703
item_cpt_99222,0.005772380946409428,3.317805786759979e-05,0.002902779502138514,0.002902779502654012
item_cpt_84484,0.005617711063676455,4.336823018865868e-05,0.0028305396469325565,0.002830539647435226
item_cpt_97161,0.005415795366861722,0.0001859208351212788,0.0028008581009915,0.0028008581014888983
item_cpt_97140,0.005463400231421993,7.450809876521373e-05,0.0027689541650936034,0.002768954165585336
item_icd_B351,0.005200339283894703,7.114619804662344e-05,0.0026357427409706632,0.002635742741438739
item_cpt_99203,0.005101920061807499,5.979277231863229e-05,0.0025808564170630654,0.002580856417521394
item_cpt_99204,0.004676314522508795,4.5811987899328645e-05,0.002361063255204062,0.002361063255623358
item_icd_I2510,0.0046344220464838454,2.232426728734728e-05,0.0023283731568855964,0.0023283731572990873
item_cpt_77080,0.004470800303276894,7.523783544873478e-05,0.0022730190693628144,0.002273019069766475
item_cpt_85025,0.004247291728995667,8.457232468430219e-05,0.0021659320268399844,0.0021659320272246277
item_cpt_96372,0.004112811986714107,3.237822668066776e-05,0.0020725951066973875,0.002072595107065455
item_cpt_83540,0.003278302681443382,1.6134584534196957e-05,0.0016472186329887894,0.0016472186332813154
item_cpt_81002,0.003166110561874602,2.2183929356554896e-05,0.0015941472456155786,0.0015941472458986799
item_drug_CEPHALEXIN,0.0030908769372891562,5.643027646103394e-06,0.0015482599824676298,0.001548259982742582
item_cpt_99231,0.003057643852464911,5.582353856679414e-06,0.001531613103160795,0.0015316131034327908
item_cpt_93000,0.003021384285840234,2.4407729226756157e-05,0.001522896007533495,0.0015228960078039428
item_cpt_92004,0.0030211611865137798,1.1812531519468004e-05,0.001516486859016624,0.0015164868592859335
